Nome,Salario,Nascimento,Cargo,Ano
LEVI SANTOS DA SILVA,1653.3000000000002,1950-04-06,Desenvolvedor,1950.0
MATHEUS PAULO ALVES ALVIM,15612.0,1974-10-16,Diretor,1974.0
MATHEUS CUNHA DE OLIVEIRA,-4638.0,1959-03-02,Analista,1959.0
CARLOS MURATORI DUTRA,11157.6,1986-10-17,Analista,1986.0
THIAGO CASTILHO CARDOSO,6339.200000000001,1994-07-11,Estagiário,1994.0
ARTHUR SILVINO DA SILVA,4854.150000000001,1957-08-17,Auxiliar,1957.0
MATEUS VIEIRA DEMARQUE,4622.4,1993-02-13,Analista,1993.0
PAULO STANZANI DE JESUS,3619.2,1993-03-22,Analista,1993.0
GABRIEL CARDOSO DINIZ,4144.8,1978-08-26,Estagiário,1978.0
LEVI FELIPE DE SOUZA,6229.3,1957-06-09,Desenvolvedor,1957.0
HENRICO GONÇALVES DONADONI,7074.0,1952-03-08,Diretor,1952.0
LUCAS CARLOS DE SOUZA,6328.0,1995-04-24,Estagiário,1995.0
PAULO VICTOR ALVES,6846.0,1976-07-27,Director,1976.0
VICTOR DA CUNHA TEIXEIRA,4829.5,1989-12-08,Coordenador,1989.0
YURI SOUZA RONCETE,9107.800000000001,1954-12-23,Coordenator,1954.0
SAMUEL GONÇALVES DOS SANTOS,7748.0,2000-01-17,Diretor,2000.0
TIAGO WILSTONY DE SOUZA MENDES,-1888.95,1964-03-01,Auxiliar,1964.0
HENRIQUE MATOS LIMA DA CUNHA,13137.0,1964-08-04,Gerente,1964.0
LUCAS CARDOSO DINIZ,3085.9500000000003,1998-03-27,Auxiliar,1998.0
SAMUEL LACERDA PORTUGAL DA SILVA,2773.6000000000004,1991-07-07,Estagiário,1991.0
VICTOR IVAIR DE ASSIS SETTA,6607.2,1977-08-16,Analista,1977.0
SAMUEL PICANÇO SANTOS FERREIRA SILVA,12359.1,1964-12-09,Coordenador,1964.0
VICTOR SEGURASSE GONÇALVES,8772.0,1995-10-12,Diretor,1995.0
BLENDOW MUZY FERNANDES,2721.6,1997-03-13,Analista,1997.0
RAFAEL QUEIROZ DE AGUIAR,9962.4,1973-08-02,Analista,1973.0
MICAEL HUGO CAZULA PEREIRA,8278.2,1977-08-28,Auxiliar,1977.0
TIAGO DA CUNHA TEIXEIRA,1808.1000000000001,1975-08-19,Auxiliar,1975.0
YURI FELIPE DE SOUZA,4888.8,1956-12-06,Auxiliar,1956.0
VICTOR MATHEUS DA SILVA,7784.700000000001,1951-04-24,Desenvolvedor,1951.0
LUCAS ANTÔNIO DE DECCO OLIVEIRA,7334.25,1750-06-31,Auxiliar,
LETICIA DA CUNHA TEIXEIRA,6534.0,1985-04-03,Gerente,1985.0
GABRIEL STANZANI DE JESUS,1059.1211878676058,1963-04-28,Coordenador,1963.0
MATEUS WERNECK ELIZEU,1545.6000000000001,2000-12-16,Auxiliar,2000.0
TIAGO SEGURASSE GONÇALVES,17182.0,1985-08-01,Diretor,1985.0
TIAGO ANTÔNIO DE SOUZA NETO,3183.6,1976-10-01,Auxiliar,1976.0
JOÃO LACERDA PORTUGAL DA SILVA,19732.0,1973-10-07,Diretor,1973.0
HENRIQUE STANZANI DE JESUS,4971.200000000001,1970-08-09,Estagiário,1970.0
RÔMULO HUGO CAZULA PEREIRA,11919.7,1993-06-02,Coordenador,1993.0
GABRIEL VIEIRA DEMARQUE,4250.400000000001,1961-06-16,Estagiário,1961.0
PEDRO ANTÔNIO DE SOUZA NETO,3410.4,1994-06-20,Estagiário,1994.0
Breno SILVA RAMOS,4537.05,1999-08-04,Auxiliar,1999.0
VICTOR HENRIQUE CAÇADOR,8925.6,1950-06-01,Analista,1950.0
VICTOR STANZANI DE JESUS,4229.6,1997-08-23,Estagiário,1997.0
RAFAEL BRENO PRADO SILVA,3627.0,1956-11-10,Gerente,1956.0
Breno SILVA RAMOS,7134.0,1952-05-24,Gerente,1952.0
MICAEL JOSÉ SILVA MATIAS,15506.0,1960-12-18,Diretor,1960.0
YURI CARDOSO DINIZ,8428.2,1993-08-14,Programador,1993.0
GABRIEL CARDOSO DINIZ,2868.0,1998-09-19,Gerente,1998.0
HIAN JOSÉ SILVA MATIAS,2264.4,1966-03-22,Analista,1966.0
HENRIQUE MUZY FERNANDES,8440.0,1984-10-11,Diretor,1984.0
GABRIEL BRENO PRADO SILVA,10485.0,1969-10-21,Gerente,1969.0
TIAGO VITOR FAÇANHA NEVES,8355.6,1995-05-01,Desenvolvedor,1995.0
PAULO SILVA RAMOS,1820.7,1996-09-18,Auxiliar,1996.0
PAULO CARDOSO DINIZ,4048.8,1998-07-14,Auxiliar,1998.0
MICAEL DA CUNHA TEIXEIRA,13912.5,1965-02-10,Gerente,1965.0
GABRIEL SILVINO DA SILVA,3715.2000000000003,1965-05-05,Estagiário,1965.0
PEDRO SANTOS DA SILVA,13308.0,1960-07-05,Gerente,1960.0
LEVI LACERDA PORTUGAL DA SILVA,5746.650000000001,1966-04-02,Auxiliar,1966.0
LUCAS RIBEIRO AMORIM,9518.300000000001,1985-05-13,Desenvolvedor,1985.0
MATEUS IVAIR DE ASSIS SETTA,4418.0,1985-09-25,,1985.0
RAFAEL MUZY FERNANDES,2167.7000118888614,1992-08-14,Analista,1992.0
KALLEBE VITOR FAÇANHA NEVES,9839.550000000001,1999-10-28,Auxiliar,1999.0
ARTHUR MURATORI DUTRA,15388.0,1984-10-18,Diretor,1984.0
GABRIEL SANTOS DA SILVA,3079.7000000000003,1973-09-16,Coordenador,1973.0
MICAEL MUZY FERNANDES,6789.200000000001,1952-11-26,Desenvolvedor,1952.0
LEVI CUNHA DE OLIVEIRA,10728.0,1957-10-25,Analista,1957.0
PAULO PAULO ALVES ALVIM,6246.0,1996-12-10,Manager,1996.0
HENRICO CUNHA DE OLIVEIRA,11398.5,1991-06-23,Gerente,1991.0
VICTOR ANTÔNIO DE DECCO OLIVEIRA,7390.400000000001,1971-04-12,Estagiário,1971.0
MATHEUS BRENO PRADO SILVA,9807.2,1985-05-15,Coordenador,1985.0
ARTHUR STANZANI DE JESUS,12691.5,1969-12-11,Gerente,1969.0
VICTOR DA CUNHA TEIXEIRA,,1951-08-17,Diretor,1951.0
HENRIQUE DA SILVA BIANQUINI,4949.7,1975-09-09,Auxiliar,1975.0
LEVI MUZY FERNANDES,2550.0,1990-10-09,Gerente,1990.0
THIAGO MUZY FERNANDES,8516.4,,Analista,
PEDRO CARLOS DE SOUZA,3482.8500000000004,1970-07-19,Auxiliar,1970.0
HENRICO FELIPE DE SOUZA,9854.25,1960-12-10,Auxiliar,1960.0
THIAGO CARLOS DE SOUZA,13068.0,1964-03-02,Gerente,1964.0
JOÃO IVAIR DE ASSIS SETTA,2132.9,1987-12-10,Desenvolvedor,1987.0
VICTOR GONÇALVES DOS SANTOS,9418.5,1997-08-08,Gerente,1997.0
GUILHERME SOUZA RONCETE,3392.0,1998-01-04,Diretor,1998.0
MATEUS MALAQUIAS DE SOUZA OLIVEIRA,17042.0,1966-01-23,Diretor,1966.0
LETICIA VITOR FAÇANHA NEVES,8044.5,1984-03-16,Gerente,1984.0
GUILHERME MALAQUIAS DE SOUZA OLIVEIRA,4116.200000000001,1986-01-25,Desenvolvedor,1986.0
PEDRO DA SILVA BIANQUINI,2508.0,1969-12-19,Desenvolvedor,1969.0
Breno CUNHA DE OLIVEIRA,4624.400000000001,1981-09-23,Desenvolvedor,1981.0
LETICIA CUNHA DE OLIVEIRA,2276.0,1965-03-24,Estagiário,1965.0
MATHEUS IVAIR DE ASSIS SETTA,5776.5,1963-07-03,Gerente,1963.0
RAFAEL WERNECK ELIZEU,7243.500000000001,1973-11-17,Desenvolvedor,1973.0
HENRICO DA CUNHA TEIXEIRA,4218.0,1950-11-26,Diretor,1950.0
BLENDOW SOUZA RONCETE,9554.0,1963-04-05,Diretor,1963.0
HENRICO MUZY FERNANDES,1989.0,1973-10-10,Coordenador,1973.0
RAFAEL IVAIR DE ASSIS SETTA,10389.75,1959-12-01,Auxiliar,1959.0
ARTHUR MALAQUIAS DE SOUZA OLIVEIRA,4706.400000000001,1963-03-06,Estagiário,1963.0
GUILHERME VIEIRA DEMARQUE,2566.2000000000003,1960-12-16,Auxiliar,1960.0
SAMUEL VIEIRA DEMARQUE,12604.800000000001,1966-11-05,Coordenador,1966.0
GABRIEL JOSÉ SILVA MATIAS,5194.0,1973-04-19,Diretor,1973.0
GUILHERME SOUZA RONCETE,9193.6,1997-09-21,Coordenador,1997.0
PAULO ASSIS NOGUEIRA SILVA,5659.200000000001,1986-05-04,Estagiário,1986.0
GABRIEL Araujo Kuhn,14436.0,1991-08-18,Diretor,1991.0
MATHEUS GONÇALVES DONADONI,14802.0,1961-05-25,Gerente,1961.0
MATHEUS AUGUSTO DE SOUSA FERRARI,11486.4,1982-07-21,Analista de Sistemas,1982.0
MIGUEL DA CUNHA TEIXEIRA,2062.5,1958-02-09,Gerente,1958.0
RÔMULO MUZY FERNANDES,4130.5,1976-12-20,Desenvolvedor,1976.0
GABRIEL IVAIR DE ASSIS SETTA,8182.799999999999,1967-03-15,Analista,1967.0
GABRIEL LACERDA PORTUGAL DA SILVA,1678.8,1963-11-02,Analista,1963.0
HIAN MALAQUIAS DE SOUZA OLIVEIRA,7855.900000000001,1979-10-15,Coordenador,1979.0
MICAEL RIBEIRO AMORIM,87737.77012769342,2000-01-06,Auxiliar,2000.0
MATHEUS JOSÉ SILVA MATIAS,1613.8500000000001,1977-04-19,Auxiliar,1977.0
Breno PAULO ALVES ALVIM,7708.8,1959-06-17,Estagiario,1959.0
MATEUS JOSÉ SILVA MATIAS,4344.900000000001,1963-11-06,Auxiliar,1963.0
Breno IVAIR DE ASSIS SETTA,7711.5,1992-02-09,Gerente,1992.0
GUILHERME HUGO CAZULA PEREIRA,6430.400000000001,,Estagiário,
MIGUEL GONÇALVES DOS SANTOS,13168.5,1950-03-26,Gerente,1950.0
GUILHERME PICANÇO SANTOS FERREIRA SILVA,10681.199999999999,1986-08-13,Analista,1986.0
MATEUS AUGUSTO NERY SILVA,6934.8,1985-09-05,Analista,1985.0
Breno IVAIR DE ASSIS SETTA,19776.0,1969-11-01,Diretor,1969.0
JOÃO RISSON EUZEBIO,3801.2000000000003,1978-03-18,Coordenador,1978.0
THIAGO DA CUNHA TEIXEIRA,5172.200000000001,1973-13-32,Desenvolvedor,
MIGUEL VITOR FAÇANHA NEVES,-15410.0,1984-03-11,Diretor,1984.0
VICTOR BRENO PRADO SILVA,9156.0,1986-11-23,Diretor,1986.0
GUILHERME RIBAS DE MOURA,11344.0,1975-01-04,Diretor,1975.0
PAULO SOUZA RONCETE,1554.3000000000002,1952-02-27,Desenvolvedor,1952.0
VICTOR CARLOS DE SOUZA,2865.6000000000004,1953-01-11,Estagiário,1953.0
MICAEL DA SILVA BIANQUINI,17982.0,1968-01-13,Diretor,1968.0
LUCAS QUEIROZ DE AGUIAR,8767.5,1985-02-26,Gerente,1985.0
FELIPE ANTÔNIO DE SOUZA NETO,7263.200000000001,1985-04-13,Estagiário,1985.0
FELIPE SILVINO DA SILVA,520.9235069249249,1985-02-17,Coordenador,1985.0
LUCAS MUZY FERNANDES,2743.0,1973-13-32,Coordenador,
THIAGO VITOR FAÇANHA NEVES,13860.0,1960-02-20,Gerente,1960.0
LUCAS MATOS LIMA DA CUNHA,12220.0,1996-04-25,Coordenador,1996.0
MATHEUS MATHEUS DA SILVA,3678.15,1985-07-03,Auxiliar,1985.0
MIGUEL CASTILHO CARDOSO,1920.4649776523559,1987-11-17,Desenvolvedor,1987.0
LUCAS QUEIROZ DE AGUIAR,7203.3,1959-01-24,Coordenador,1959.0
PEDRO RIBEIRO AMORIM,1124.8,1964-08-14,Estagiário,1964.0
TIAGO RIBEIRO AMORIM,1921.5,1995-06-16,Auxiliar,1995.0
SAMUEL STANZANI DE JESUS,13776.0,1963-05-24,Diretor,1963.0
LUCAS HUGO CAZULA PEREIRA,1641.4917105162378,1954-01-08,Desenvolvedor,1954.0
MATHEUS ASSIS NOGUEIRA SILVA,9000.0,1995-06-06,Diret,1995.0
THIAGO MATHEUS DA SILVA,,1985-08-26,Analista,1985.0
GABRIEL JOSÉ SILVA MATIAS,-8476.0,1984-10-26,Coordenador,1984.0
MATEUS AUGUSTO NERY SILVA,5575.5,1959-07-16,Assist,1959.0
KALLEBE CASTILHO CARDOSO,14948.0,1994-12-13,Diretor,1994.0
GABRIEL GONÇALVES DONADONI,5911.1,1969-11-26,Coordenador,1969.0
KALLEBE ASSIS NOGUEIRA SILVA,6916.0,1966-03-28,Estagiário,1966.0
THIAGO CUNHA DE OLIVEIRA,1755.2,1973-12-05,Estagiário,1973.0
Breno SILVINO DA SILVA,3210.0,1951-07-22,Analist,1951.0
ARTHUR ASSIS NOGUEIRA SILVA,6208.400000000001,1974-10-18,Desenvolvedor,1974.0
SAMUEL MATHEUS DA SILVA,12337.5,1994-08-08,Gerente,1994.0
SAMUEL ASSIS NOGUEIRA SILVA,17298.0,1957-02-19,Diretor,1957.0
LUCAS ASSIS NOGUEIRA SILVA,1871.1000000000001,1994-09-11,Desenvolvedor,1994.0
LEVI FELIPE DE SOUZA,4545.599999999999,1975-06-03,Analista,1975.0
SAMUEL PICANÇO SANTOS FERREIRA SILVA,10803.6,1965-10-17,Analista de Sistemas,1965.0
JOÃO RIBEIRO AMORIM,3123.0,1978-09-27,Gerente,1978.0
MICAEL RIBEIRO AMORIM,2503.2000000000003,1993-09-02,Auxiliar,1993.0
LUCAS SILVA RAMOS,7431.0,1996-05-02,Gerente,1996.0
JOÃO LACERDA PORTUGAL DA SILVA,2663.2000000000003,1962-06-25,Estagiário,1962.0
VICTOR VICTOR ALVES,9014.2,1977-09-21,Coordenador,1977.0
PAULO CARLOS DE SOUZA,6130.400000000001,1996-09-11,Estagiário,1996.0
GUILHERME PICANÇO SANTOS FERREIRA SILVA,1516.5,1984-06-09,Gerente,1984.0
SAMUEL SANTOS DA SILVA,4548.0,1977-06-16,Analista,1977.0
VICTOR ANTÔNIO DE SOUZA NETO,3538.5,1958-08-24,Auxiliar,1958.0
BLENDOW RIBEIRO AMORIM,10186.5,1959-12-03,Gerente,1959.0
MIGUEL DA SILVA BIANQUINI,6016.400000000001,2000-06-21,Coordenador,2000.0
MIGUEL JOSÉ SILVA MATIAS,8845.199999999999,1954-10-24,Analista,1954.0
VICTOR VICTOR ALVES,3934.0,1951-04-28,Diretor,1951.0
MATHEUS HUGO CAZULA PEREIRA,6353.1,1990-12-14,Coordenador,1990.0
GABRIEL GONÇALVES DOS SANTOS,-10425.0,1982-05-15,Gerente,1982.0
BLENDOW AUGUSTO NERY SILVA,10300.0,1980-05-10,Diretor,1980.0
JOÃO JOSÉ SILVA MATIAS,6089.6,1959-10-28,Estag,1959.0
JOÃO BRENO PRADO SILVA,-10626.0,1963-04-18,Diretor,1963.0
THIAGO Araujo Kuhn,16954.0,1967-02-15,,1967.0
PEDRO QUEIROZ DE AGUIAR,9306.15,1955-12-26,Auxiliar,1955.0
VICTOR WILSTONY DE SOUZA MENDES,-1895.3000000000002,1976-10-22,Desenvolvedor,1976.0
THIAGO ANTÔNIO DE DECCO OLIVEIRA,2452.7999999999997,1980-02-16,Analista,1980.0
MATEUS IVAIR DE ASSIS SETTA,2784.6,2000-04-20,Auxiliar,2000.0
VICTOR VIEIRA DEMARQUE,6152.0,1955-10-24,,1955.0
MARCO CUNHA DE OLIVEIRA,17854.0,1750-06-31,Diretor,
FELIPE DA SILVA BIANQUINI,11565.6,1953-04-16,Analista,1953.0
PEDRO SEGURASSE GONÇALVES,10821.800000000001,2000-03-22,Desenvolvedor,2000.0
MATHEUS FELIPE DE SOUZA,10305.1,1970-12-13,Coordenador,1970.0
HENRIQUE MATHEUS DA SILVA,14736.0,1965-06-05,Gerente,1965.0
MATEUS MATHEUS DA SILVA,2997.6000000000004,1956-06-16,Estagiário,1956.0
MICAEL MURATORI DUTRA,5259.45,1967-01-25,Auxiliar,1967.0
MICAEL QUEIROZ DE AGUIAR,2721.6000000000004,1988-07-06,Estagiário,1988.0
VICTOR LACERDA PORTUGAL DA SILVA,8157.0,,Gerente,
TIAGO ANTÔNIO DE SOUZA NETO,4364.0,1981-09-15,Diretor,1981.0
MATHEUS DA CUNHA TEIXEIRA,2109.8,1974-03-05,Desenvolvedor,1974.0
LEVI MATHEUS DA SILVA,7812.200000000001,1973-13-32,Desenvolvedor,
GUILHERME ANTÔNIO DE DECCO OLIVEIRA,5038.0,1977-08-07,Diretor,1977.0
JOÃO PAULO ALVES ALVIM,10359.300000000001,1975-08-20,Auxiliar,1975.0
TIAGO VIEIRA DEMARQUE,4874.0,1977-09-23,Diretor,1977.0
LETICIA MURATORI DUTRA,3551.2000000000003,1970-06-07,Estagiário,1970.0
MATEUS CARDOSO DINIZ,5359.900000000001,1965-07-19,Coordenador,1965.0
GABRIEL HENRIQUE CAÇADOR,12763.4,2025-00-00,Coordenador,
PAULO MATHEUS DA SILVA,9400.0,1969-08-22,Diretor,1969.0
VICTOR HUGO CAZULA PEREIRA,16688.0,1996-02-19,Director,1996.0
VICTOR MATHEUS DA SILVA,7157.6,1953-05-12,Estagiário,1953.0
KALLEBE JOSÉ SILVA MATIAS,2255.4,1985-03-14,Auxiliar,1985.0
GABRIEL SANTOS DA SILVA,12782.9,,Coordenador,
GABRIEL VIEIRA DEMARQUE,9691.0,1978-07-21,Desenvolvedor,1978.0
GABRIEL PICANÇO SANTOS FERREIRA SILVA,1832.8000000000002,1987-01-09,Estagiário,1987.0
SAMUEL ANTÔNIO DE SOUZA NETO,6096.0,1978-12-23,Estagiário,1978.0
YURI HENRIQUE COSTA BARNABE MARAZO,4858.1,1970-12-19,Coordenador,1970.0
GABRIEL HUGO CAZULA PEREIRA,13266.0,1976-10-10,Gerente,1976.0
RAFAEL CASTILHO CARDOSO,7390.799999999999,1971-02-09,Analista,1971.0
RÔMULO CASTILHO CARDOSO,6705.6,1965-05-19,Estagiário,1965.0
HENRICO RIBEIRO AMORIM,6114.0,1950-02-05,Analista,1950.0
RÔMULO CUNHA DE OLIVEIRA,284.8712388293548,1952-08-04,Gerente,1952.0
HENRICO ASSIS NOGUEIRA SILVA,19190.0,1967-05-08,Diretor,1967.0
JOÃO ASSIS NOGUEIRA SILVA,8320.400000000001,1973-02-15,Desenvolvedor,1973.0
MATHEUS ANTÔNIO DE SOUZA NETO,10047.6,1960-08-01,Analista,1960.0
MICAEL VIEIRA DEMARQUE,3385.2000000000003,1971-11-26,Auxiliar,1971.0
MIGUEL RIBAS DE MOURA,2869.9,1960-07-21,Desenvolvedor,1960.0
SAMUEL RIBEIRO AMORIM,4279.8,1964-04-25,Auxiliar,1964.0
Breno CARDOSO DINIZ,10316.900000000001,1980-01-28,Desenvolvedor,1980.0
VICTOR HUGO CAZULA PEREIRA,10849.199999999999,1971-02-17,Analista,1971.0
VICTOR MUZY FERNANDES,5790.0,1974-03-25,Analista,1974.0
LEVI CASTILHO CARDOSO,9036.0,1980-09-02,Diretor,1980.0
MARCO IVAIR DE ASSIS SETTA,1240.8000000000002,1975-06-06,Desenvolvedor,1975.0
CARLOS GONÇALVES DOS SANTOS,7283.1,1962-12-21,Desenvolvedor,1962.0
SAMUEL LACERDA PORTUGAL DA SILVA,3968.8,1975-12-24,Estagiário,1975.0
VICTOR GONÇALVES DONADONI,8188.5,1950-09-13,Gerente,1950.0
LETICIA PICANÇO SANTOS FERREIRA SILVA,7583.400000000001,1977-06-11,Desenvolvedor,1977.0
GABRIEL RIBEIRO AMORIM,7824.0,1973-12-27,Gerente,1973.0
RÔMULO CARDOSO DINIZ,1924.65,1974-05-03,Auxiliar,1974.0
MATHEUS Araujo Kuhn,13624.0,1965-06-14,Diretor,1965.0
THIAGO HENRIQUE CAÇADOR,6142.400000000001,1996-07-21,Estagiário,1996.0
PAULO DA CUNHA TEIXEIRA,1070.1833691040595,1977-02-09,Gerente,1977.0
Breno AUGUSTO DE SOUSA FERRARI,4245.6,1978-12-19,Estagiário,1978.0
MATHEUS SOUZA RONCETE,5728.0,1967-10-23,Estagiário,1967.0
JOÃO MATOS LIMA DA CUNHA,7173.6,2000-12-21,Auxiliar,2000.0
MARCO SEGURASSE GONÇALVES,3488.1000000000004,1958-12-05,Desenvolvedor,1958.0
TIAGO ANTÔNIO DE DECCO OLIVEIRA,2372.0,1950-11-25,Diretor,1950.0
RÔMULO MATHEUS DA SILVA,6010.5,1978-07-23,Gerente,1978.0
MICAEL MATHEUS DA SILVA,6242.500000000001,1951-09-13,Desenvolvedor,1951.0
PAULO MURATORI DUTRA,2774.1,1962-08-19,Auxiliar,1962.0
MATHEUS PAULO ALVES ALVIM,8360.4,1994-07-09,Analista,1994.0
VICTOR QUEIROZ DE AGUIAR,7608.0,1976-02-15,Estagiário,1976.0
LUCAS VIEIRA DEMARQUE,6088.500000000001,1956-10-11,Desenvolvedor,1956.0
FELIPE AUGUSTO NERY SILVA,2338.5,1750-06-31,Gerente,
GUILHERME FELIPE DE SOUZA,12315.0,1964-12-18,Gerente,1964.0
ARTHUR ANTÔNIO DE DECCO OLIVEIRA,4264.8,1952-10-19,Estagiário,1952.0
CARLOS MATOS LIMA DA CUNHA,10221.2,1964-10-08,Desenvolvedor,1964.0
RAFAEL MUZY FERNANDES,3851.4,1955-10-02,Auxiliar,1955.0
MATEUS AUGUSTO DE SOUSA FERRARI,5409.6,1959-01-15,Estagiário,1959.0
JOÃO MATOS LIMA DA CUNHA,7798.35,,Auxiliar,
HENRICO MALAQUIAS DE SOUZA OLIVEIRA,7818.0,1992-09-13,Gerente,1992.0
HENRICO STANZANI DE JESUS,3759.6,1994-07-22,Analista,1994.0
VICTOR MATOS LIMA DA CUNHA,3195.15,1993-02-23,Auxiliar,1993.0
THIAGO CARDOSO DINIZ,6704.8,1959-12-15,Estagiário,1959.0
PEDRO FELIPE DE SOUZA,15210.0,1953-05-04,Diretor,1953.0
FELIPE MATHEUS DA SILVA,6416.8,1967-09-27,Estagiário,1967.0
RÔMULO STANZANI DE JESUS,5820.8,1958-11-01,Estagiário,1958.0
MATEUS GONÇALVES DOS SANTOS,7992.0,1957-03-13,Gerente,1957.0
JOÃO SOUZA RONCETE,18364.0,1974-01-21,Diretor,1974.0
VICTOR WERNECK ELIZEU,7644.0,1750-06-31,Auxiliar,
LUCAS VITOR FAÇANHA NEVES,9590.900000000001,1954-06-22,Desenvolvedor,1954.0
BLENDOW Araujo Kuhn,5576.0,1990-02-15,Diretor,1990.0
MARCO MATHEUS DA SILVA,5985.1,1978-05-17,Desenvolvedor,1978.0
MATEUS WILSTONY DE SOUZA MENDES,4111.5,1968-11-28,Gerente,1968.0
VICTOR RIBAS DE MOURA,16424.0,1952-05-02,Diretor,1952.0
THIAGO SILVA RAMOS,12343.5,1962-03-14,Coordenador,1962.0
GUILHERME IVAIR DE ASSIS SETTA,-6783.700000000001,2000-01-24,Desenvolvedor,2000.0
ARTHUR HUGO CAZULA PEREIRA,2906.8,1950-05-18,Coordenador,1950.0
RAFAEL IVAIR DE ASSIS SETTA,-2373.0,1955-12-12,Auxiliar,1955.0
MATEUS CASTILHO CARDOSO,6564.6,1954-09-05,Auxiliar,1954.0
VICTOR MATHEUS DA SILVA,5512.0,1968-07-05,Diretor,1968.0
JOÃO VITOR FAÇANHA NEVES,239.16246616829454,1965-07-10,Coordenador,1965.0
PEDRO CASTILHO CARDOSO,10159.5,1750-06-31,Gerente,
PEDRO SILVINO DA SILVA,11372.4,1992-01-27,Coordenador,1992.0
HIAN RISSON EUZEBIO,2441.6,1989-02-24,Estagiário,1989.0
JOÃO ANTÔNIO DE DECCO OLIVEIRA,5964.0,1976-05-07,Estagiário,1976.0
GABRIEL GONÇALVES DOS SANTOS,83054.24249082402,2000-09-03,Auxiliar,2000.0
HIAN AUGUSTO DE SOUSA FERRARI,6819.599999999999,1967-08-03,,1967.0
GABRIEL QUEIROZ DE AGUIAR,3138.0,1952-02-27,Gerente,1952.0
GABRIEL WERNECK ELIZEU,11752.0,1964-07-13,Diretor,1964.0
LEVI SILVA RAMOS,7942.200000000001,1997-09-25,Auxiliar,1997.0
PEDRO VITOR FAÇANHA NEVES,10114.5,1967-03-02,Gerente,1967.0
VICTOR BRENO PRADO SILVA,7836.150000000001,1960-01-15,Assist,1960.0
CARLOS SEGURASSE GONÇALVES,12009.0,1966-02-27,Gerente,1966.0
HIAN VICTOR ALVES,4746.0,1962-05-04,,1962.0
RÔMULO BRENO PRADO SILVA,8767.2,1977-05-17,Coordenador,1977.0
THIAGO CARDOSO DINIZ,6248.8,1960-01-19,Estagiário,1960.0
LEVI CASTILHO CARDOSO,10562.5,1960-07-25,Coordenador,1960.0
MATHEUS GONÇALVES DOS SANTOS,10629.300000000001,1967-11-23,Desenvolvedor,1967.0
GABRIEL CASTILHO CARDOSO,9651.2,1997-05-23,Coordenador,1997.0
MATEUS RISSON EUZEBIO,4702.95,1952-06-27,Auxiliar,1952.0
TIAGO MUZY FERNANDES,7929.6,1973-10-15,Estagiário,1973.0
MATEUS DA SILVA BIANQUINI,7452.0,1966-12-06,Diretor,1966.0
GABRIEL CARDOSO DINIZ,1712.0,1952-10-10,Estagiário,1952.0
VICTOR IVAIR DE ASSIS SETTA,11012.300000000001,1967-10-14,Coordenador,1967.0
MARCO ANTÔNIO DE DECCO OLIVEIRA,9010.0,1972-04-02,Diretor,1972.0
CARLOS ASSIS NOGUEIRA SILVA,7587.3,1960-10-18,Auxiliar,1960.0
ARTHUR CARLOS DE SOUZA,11726.0,1984-04-09,Coordenador,1984.0
CARLOS SILVINO DA SILVA,17334.0,1990-09-06,Diretor,1990.0
PEDRO SOUZA RONCETE,10275.0,1991-05-14,Gerente,1991.0
MARCO STANZANI DE JESUS,9551.85,1966-07-16,Auxiliar,1966.0
THIAGO WERNECK ELIZEU,7251.599999999999,1981-06-17,Analista,1981.0
HIAN HUGO CAZULA PEREIRA,9107.7,1952-03-02,Auxiliar,1952.0
ARTHUR HENRIQUE COSTA BARNABE MARAZO,3368.0,1974-08-24,Diretor,1974.0
GABRIEL HENRIQUE COSTA BARNABE MARAZO,9251.550000000001,1963-12-15,Auxiliar,1963.0
SAMUEL BRENO PRADO SILVA,1953.6000000000001,1999-08-12,Estagiário,1999.0
GABRIEL WERNECK ELIZEU,19464.0,1957-09-21,Diretor,1957.0
MATHEUS WERNECK ELIZEU,7588.799999999999,2000-09-11,Analista,2000.0
YURI RIBEIRO AMORIM,10050.0,1955-09-16,Analista,1955.0
VICTOR AUGUSTO NERY SILVA,12267.0,1983-12-10,Gerente,1983.0
FELIPE CUNHA DE OLIVEIRA,4578.6,1982-10-24,Coordenador,1982.0
ARTHUR VIEIRA DEMARQUE,3621.0,2000-10-02,Gerente,2000.0
MARCO VIEIRA DEMARQUE,10467.6,1951-09-08,Coordenador,1951.0
GABRIEL JOSÉ SILVA MATIAS,9879.45,1980-10-27,Auxiliar,1980.0
PEDRO SILVINO DA SILVA,4336.5,1994-05-07,Auxiliar,1994.0
VICTOR Araujo Kuhn,5161.8,1987-10-11,Auxiliar,1987.0
BLENDOW ANTÔNIO DE DECCO OLIVEIRA,2032.8000000000002,1996-04-06,Auxiliar,1996.0
Breno HENRIQUE COSTA BARNABE MARAZO,1329.9,1976-04-04,Coordenador,1976.0
MICAEL MATOS LIMA DA CUNHA,6345.150000000001,1994-08-18,Auxiliar,1994.0
SAMUEL VIEIRA DEMARQUE,3130.6000000000004,1966-09-24,Desenvolvedor,1966.0
Breno CUNHA DE OLIVEIRA,11099.4,1981-07-21,Coordenador,1981.0
RÔMULO HENRIQUE COSTA BARNABE MARAZO,11625.9,2025-00-00,Coordenador,
MATHEUS SANTOS DA SILVA,2600.85,1981-08-17,Auxiliar,1981.0
